Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Mike Tauchman","2 Tms",57,146,129,23,15,4,0,4,4,14,16,0,41,0,0,1,0,0,0,0.17829457,15274
2021,"Jeff McNeil","NYM",53,157,142,36,28,5,0,3,3,13,11,0,21,4,0,0,2,0,0,0.25352113,15362
2021,"Andrew Heaney","LAA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15423
2021,"Matthew Boyd","DET",1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15440
2021,"Victor Reyes","DET",23,59,57,10,6,2,1,1,1,3,2,0,18,0,0,0,1,0,0,0.1754386,15487
2021,"Justin Williams","STL",48,118,104,17,13,0,0,4,4,8,13,4,39,1,0,0,2,0,0,0.16346154,15490
2021,"J.P. Crawford","SEA",77,231,205,53,37,13,0,3,3,16,23,0,40,1,2,0,3,0,0,0.25853659,15491
2021,"Mike Ford","NYY",21,60,50,7,4,0,0,3,3,4,10,1,19,0,0,0,0,0,0,0.14,15585
2021,"Dominic Smith","NYM",80,243,219,49,35,7,0,7,7,23,17,2,60,6,1,0,9,0,0,0.22374429,15653
2021,"Billy McKinney","2 Tms",71,156,141,31,16,6,2,7,7,18,14,1,37,0,1,0,2,0,0,0.21985816,15654
2021,"Austin Meadows","TBR",82,244,212,54,21,17,1,15,15,48,29,3,57,2,1,0,3,0,0,0.25471698,15672
2021,"Reese McGuire","TOR",40,100,93,29,21,7,0,1,1,6,5,0,17,1,0,1,2,0,0,0.31182796,15674
2021,"Rowdy Tellez","2 Tms",55,141,128,24,16,4,1,3,3,8,11,1,30,2,0,0,3,0,0,0.1875,15679
2021,"Chance Sisco","BAL",22,64,57,9,7,2,0,0,0,3,5,0,16,2,0,0,0,0,0,0.15789474,15694
2021,"Tyler Wade","NYY",19,32,29,3,2,1,0,0,0,1,3,0,9,0,0,0,1,0,0,0.10344828,15730
2021,"Jose Marmolejos","SEA",31,85,72,11,6,2,0,3,3,9,12,0,29,0,1,0,0,0,0,0.15277778,15767
2021,"Jose Godoy","SEA",14,36,33,6,5,1,0,0,0,3,3,0,12,0,0,0,2,0,0,0.18181818,15808
2021,"Ivan Castillo","SDP",2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15971
2021,"Kean Wong","LAA",18,39,36,6,3,2,1,0,0,5,1,0,11,0,0,2,0,0,0,0.16666667,15994
2021,"Cody Bellinger","LAD",34,113,96,17,12,1,1,3,3,16,15,1,37,0,2,0,0,0,0,0.17708333,15998
2021,"Stevie Wilkerson","BAL",24,70,66,10,7,3,0,0,0,2,3,0,29,1,0,0,0,0,0,0.15151515,16041
2021,"Mark Payton","CIN",20,20,18,2,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0.11111111,16042
2021,"Taylor Gushue","CHC",1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16098
2021,"Brandon Woodruff","MIL",16,31,28,1,1,0,0,0,0,1,1,0,16,0,0,2,0,0,0,0.03571429,16162
2021,"Derek Fisher","MIL",4,7,7,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.28571429,16192
2021,"Bradley Zimmer","CLE",37,95,76,19,15,1,1,2,2,13,12,0,33,7,0,0,0,0,0,0.25,16221
2021,"Kyle Freeland","COL",5,7,6,1,0,1,0,0,0,2,0,0,4,0,1,0,0,0,0,0.16666667,16256
2021,"John Means","BAL",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16269
2021,"Sam Clay","WSN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16279
2021,"Nick Gordon","MIN",18,55,52,14,10,2,1,1,1,3,2,0,18,1,0,0,1,0,0,0.26923077,16337
2021,"Michael Conforto","NYM",51,152,127,29,17,8,0,4,4,18,21,0,28,3,1,0,2,0,0,0.22834646,16376
2021,"Francisco Mejia","TBR",40,89,78,20,12,7,0,1,1,10,3,0,13,6,1,1,1,0,0,0.25641026,16403
2021,"Domingo Leyba","2 Tms",22,57,49,7,5,1,0,1,1,4,7,0,14,1,0,0,1,0,0,0.14285714,16404
2021,"Sergio Alcantara","CHC",27,64,55,11,5,2,2,2,2,3,7,0,21,1,0,1,0,0,0,0.2,16417
2021,"Jason Martin","TEX",19,39,33,6,5,0,0,1,1,4,6,0,13,0,0,0,0,0,0,0.18181818,16429
2021,"Ryan O'Hearn","KCR",38,116,110,24,16,2,0,6,6,12,6,0,34,0,0,0,3,0,0,0.21818182,16442
2021,"Luis Guillorme","NYM",36,88,71,19,17,2,0,0,0,1,17,2,11,0,0,0,0,0,0,0.26760563,16451
2021,"Kyle Schwarber","WSN",67,210,190,49,20,6,0,23,23,47,17,1,58,2,1,0,2,0,0,0.25789474,16478
2021,"Shed Long Jr.","SEA",22,52,48,10,5,2,0,3,3,10,4,0,15,0,0,0,2,0,0,0.20833333,16542
2021,"Ozzie Albies","ATL",85,291,260,62,29,19,5,9,9,42,27,1,58,2,2,0,1,0,0,0.23846154,16556
2021,"Austin Gomber","COL",10,15,12,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,16561
2021,"Greg Allen","NYY",3,5,4,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.5,16623
2021,"Jason Vosler","SFG",29,57,50,10,4,4,0,2,2,7,6,1,10,1,0,0,3,0,0,0.2,16686
2021,"Brian O'Grady","SDP",24,48,39,7,3,3,0,1,1,6,7,0,13,0,1,1,1,0,0,0.17948718,16729
2021,"Colin Moran","PIT",46,136,124,38,27,7,0,4,4,21,11,0,34,0,1,0,1,0,0,0.30645161,16909
2021,"Jonah Heim","TEX",40,111,103,24,14,7,0,3,3,9,8,0,16,0,0,0,5,0,0,0.23300971,16930
2021,"Magneuris Sierra","MIA",53,104,94,21,18,3,0,0,0,0,10,4,24,0,0,0,1,0,0,0.22340426,17023
2021,"Alex Verdugo","BOS",77,244,215,67,42,16,1,8,8,28,25,2,30,2,2,0,3,0,0,0.31162791,17027
2021,"Pablo Lopez","MIA",12,21,19,1,0,1,0,0,0,0,0,0,12,0,0,2,0,0,0,0.05263158,17085
2021,"Dustin Fowler","PIT",17,39,34,6,5,1,0,0,0,2,3,0,16,1,1,0,0,0,0,0.17647059,17098
2021,"Yoan Moncada","CHW",79,254,202,55,38,11,1,5,5,34,47,0,55,3,2,0,2,0,0,0.27227723,17232
2021,"Ranger Suarez","PHI",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17277
2021,"Bobby Bradley","CLE",31,88,80,19,10,3,0,6,6,12,8,0,27,0,0,0,3,0,0,0.2375,17278
2021,"Justin Steele","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17312
2021,"Cole Tucker","PIT",10,18,17,3,2,1,0,0,0,1,1,0,5,0,0,0,1,0,0,0.17647059,17326
2021,"Willi Castro","DET",70,205,182,36,23,5,2,6,6,19,15,1,57,5,1,2,2,0,0,0.1978022,17338
2021,"Rafael Devers","BOS",84,246,218,65,25,20,1,19,19,55,25,4,64,1,2,0,4,0,0,0.29816514,17350
2021,"JT Riddle","MIN",2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,17642
2021,"Vimael Machin","OAK",7,17,16,1,1,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0.0625,17684
2021,"Matt Beaty","LAD",71,149,131,35,27,3,1,4,4,28,11,0,28,7,0,0,2,0,0,0.26717557,17710
2021,"Steven Duggar","SFG",61,162,147,42,25,10,2,5,5,22,15,2,49,0,0,0,3,0,0,0.28571429,17719
2021,"Skye Bolt","2 Tms",15,30,29,4,2,1,0,1,1,3,0,0,9,0,0,1,0,0,0,0.13793103,17723
2021,"Max Schrock","CIN",11,30,29,8,3,3,1,1,1,3,1,0,7,0,0,0,0,0,0,0.27586207,17750
2021,"DJ Stewart","BAL",63,177,151,31,18,6,0,7,7,21,24,0,52,2,0,0,1,0,0,0.20529801,17766
2021,"Willie Calhoun","TEX",54,175,158,41,29,6,2,4,4,15,17,0,24,0,0,0,1,0,0,0.25949367,17838
2021,"Andrew Benintendi","KCR",62,200,184,52,38,5,1,8,8,22,15,0,38,0,1,0,1,0,0,0.2826087,17901
2021,"Ian Happ","CHC",73,210,178,33,22,3,0,8,8,18,29,0,58,3,0,0,3,0,0,0.18539326,17919
2021,"Isan Diaz","MIA",34,82,66,11,6,3,0,2,2,9,15,1,25,0,1,0,0,0,0,0.16666667,17922
2021,"Cedric Mullins","BAL",85,264,232,73,42,17,3,11,11,24,25,1,51,3,3,0,1,0,0,0.31465517,17929
2021,"Andrew Stevenson","WSN",47,93,83,19,16,2,0,1,1,6,5,0,31,3,0,2,2,0,0,0.22891566,17932
2021,"Sam Hilliard","COL",18,35,34,4,1,1,1,1,1,3,1,1,16,0,0,0,0,0,0,0.11764706,17954
